listing_id,price,referans_fiyat,xgb_predicted,predicted_price,price_gap,etiket,guven,knn_mod,district,neighborhood,gross_sqm,total_rooms,building_age,floor,total_floors,floor_ratio,is_in_complex,knn_mesafe
54895-1121,15900000,14375000.0,15919350.0,15147175.0,0.049700686761722894,Adil fiyat,0.24,ilce_ici,Adalar,Maden,138.0,4,55,3.0,3.0,1.0,0,1.8088029501836722
54895-1103,40000000,17700000.0,39730024.0,28715012.0,0.3929995919904195,Pahalı,0.0,ilce_ici,Adalar,Nizam,199.0,5,0,-1.0,3.0,-0.3333333333333333,1,4.2820135375895045
54895-1148,17850000,12875000.0,17945200.0,15410100.0,0.1583312243269025,Adil fiyat,0.0,ilce_ici,Adalar,Nizam,107.0,3,54,1.0,5.0,0.2,0,2.523742095123037
12854-258,16000000,14125000.0,16234074.0,15179537.0,0.05405059456029522,Adil fiyat,0.36,ilce_ici,Adalar,Heybeliada,200.0,4,35,2.0,3.0,0.6666666666666666,0,1.514166781199167
121334-99,14000000,12575000.0,14490808.0,13532904.0,0.03451557773556954,Adil fiyat,0.46,ilce_ici,Adalar,Nizam,160.0,5,40,-1.0,3.0,-0.3333333333333333,0,1.2762585613792419
12854-251,12000000,10625000.0,11994390.0,11309695.0,0.06103657083590672,Adil fiyat,0.48,ilce_ici,Adalar,Heybeliada,120.0,4,35,-1.0,3.0,-0.3333333333333333,0,1.229844359067632
4387-1728,21900000,13425000.0,21288836.0,17356918.0,0.2617447406273395,Pahalı,0.63,ilce_ici,Adalar,Maden,160.0,5,30,2.0,3.0,0.6666666666666666,0,0.8801580719904514
54895-1156,6500000,9500000.0,6584541.0,8042270.5,-0.19177053296081,Adil fiyat,0.14,ilce_ici,Adalar,Maden,59.0,2,50,-1.0,4.0,-0.25,0,2.0363890074416435
139746-600,18500000,16350000.0,18488160.0,17419080.0,0.06205379388578501,Adil fiyat,0.51,ilce_ici,Adalar,Kınalıada,190.0,5,25,3.0,3.0,1.0,0,1.1634639496598616
25051-1008,12100000,14250000.0,12199877.0,13224938.5,-0.08506190784932573,Adil fiyat,0.19,ilce_ici,Adalar,Maden,160.0,5,35,-1.0,2.0,-0.5,0,1.9179475912546522
54895-1134,22500000,14050000.0,22444700.0,18247350.0,0.2330557587814121,Pahalı,0.01,ilce_ici,Adalar,Nizam,226.0,3,45,2.0,4.0,0.5,0,2.337661929983416
54895-1107,24000000,16600000.0,23910404.0,20255202.0,0.1848808024723723,Adil fiyat,0.0,ilce_ici,Adalar,Nizam,99.0,4,0,3.0,3.0,1.0,1,4.5085753033271985
54895-1104,30000000,17700000.0,30828196.0,24264098.0,0.23639461067128892,Pahalı,0.0,ilce_ici,Adalar,Nizam,198.0,5,0,-1.0,3.0,-0.3333333333333333,1,4.278216319407154
54895-871,17500000,13335000.0,17250948.0,15292974.0,0.144316337685528,Adil fiyat,0.35,ilce_ici,Adalar,Nizam,138.0,5,31,2.0,4.0,0.5,0,1.5341595935484427
54895-589,11500000,12250000.0,11489899.0,11869949.5,-0.031166897550827827,Adil fiyat,0.65,ilce_ici,Adalar,Maden,130.0,4,29,3.0,3.0,1.0,0,0.8261962680885944
82579-1067,6700000,10200000.0,7086340.5,8643170.25,-0.22482147103373326,Ucuz / Fırsat,0.71,ilce_ici,Adalar,Maden,100.0,4,34,-1.0,3.0,-0.3333333333333333,0,0.6886405865341405
25051-1015,20000000,13625000.0,19034916.0,16329958.0,0.22474289278637458,Pahalı,0.32,ilce_ici,Adalar,Nizam,145.0,5,30,3.0,4.0,0.75,0,1.6198819900069996
42477-544,17000000,15000000.0,17171736.0,16085868.0,0.05682826689862182,Adil fiyat,0.0,ilce_ici,Adalar,Burgazada,160.0,4,30,2.0,3.0,0.6666666666666666,1,4.5003306227197
4387-1729,7000000,12750000.0,7127746.0,9938873.0,-0.29569479356462247,Ucuz / Fırsat,0.44,ilce_ici,Adalar,Nizam,82.0,3,30,2.0,4.0,0.5,0,1.3332950691339356
4245-10911,14750000,9225000.0,14012542.0,11618771.0,0.26949743651888824,Pahalı,0.47,ilce_ici,Adalar,Kınalıada,102.0,3,47,2.0,3.0,0.6666666666666666,0,1.2571058047104973
39631-917,23000000,18500000.0,22101280.0,20300640.0,0.13296920688214756,Adil fiyat,0.59,ilce_ici,Adalar,Nizam,200.0,5,30,2.0,3.0,0.6666666666666666,0,0.9632307862996659
54895-1158,22000000,18500000.0,21090116.0,19795058.0,0.11138850919254695,Adil fiyat,0.52,ilce_ici,Adalar,Nizam,220.0,5,36,3.0,3.0,1.0,0,1.1435217656747365
25051-1018,7900000,9500000.0,8391052.0,8945526.0,-0.11687697291361067,Adil fiyat,0.46,ilce_ici,Adalar,Heybeliada,130.0,4,30,-1.0,3.0,-0.3333333333333333,0,1.2771091521098288
96953-291,9500000,9500000.0,9802091.0,9651045.5,-0.01565068779335876,Adil fiyat,0.66,ilce_ici,Adalar,Maden,85.0,3,27,-1.0,3.0,-0.3333333333333333,0,0.809895575228102
142268-143,8500000,9500000.0,8532837.0,9016418.5,-0.057275347190239675,Adil fiyat,0.72,ilce_ici,Adalar,Maden,90.0,3,30,-1.0,3.0,-0.3333333333333333,0,0.6520016087166863
54895-1144,12000000,18450000.0,11974366.0,15212183.0,-0.21115858256504014,Ucuz / Fırsat,0.0,ilce_ici,Adalar,Nizam,117.0,15,49,-1.0,4.0,-0.25,1,8.230681810294906
1791-1731,13950000,11125000.0,14029631.0,12577315.5,0.10913970473269911,Adil fiyat,0.12,ilce_ici,Adalar,Burgazada,120.0,3,20,3.0,3.0,1.0,0,2.0924504054365007
39631-885,12750000,13000000.0,13415361.0,13207680.5,-0.034652602324836676,Adil fiyat,0.48,ilce_ici,Adalar,Nizam,130.0,4,35,2.0,4.0,0.5,0,1.2314033994162714
82579-1065,14000000,11995000.0,13395213.0,12695106.5,0.10278712510210135,Adil fiyat,0.73,ilce_ici,Adalar,Nizam,120.0,4,31,-1.0,3.0,-0.3333333333333333,0,0.6507158215347649
54895-1074,10900000,12250000.0,11479626.0,11864813.0,-0.08131716867345486,Adil fiyat,0.62,ilce_ici,Adalar,Maden,121.0,4,37,3.0,3.0,1.0,0,0.8887383425220013
48848-282,14200000,12250000.0,13881899.0,13065949.5,0.08679434280685074,Adil fiyat,0.09,ilce_ici,Adalar,Burgazada,120.0,4,25,1.0,4.0,0.25,0,2.14857499628049
142268-11,13850000,11500000.0,13871894.0,12685947.0,0.09175925139841748,Adil fiyat,0.66,ilce_ici,Adalar,Maden,130.0,4,25,2.0,3.0,0.6666666666666666,0,0.7935047717506929
39631-722,35700000,15000000.0,35326572.0,25163286.0,0.41873362644290574,Pahalı,0.0,ilce_ici,Adalar,Nizam,250.0,4,30,-2.0,2.0,-1.0,0,2.727755937938352
39631-927,11000000,9725000.0,10589777.0,10157388.5,0.08295552542860796,Adil fiyat,0.24,ilce_ici,Adalar,Maden,100.0,3,30,2.0,2.0,1.0,0,1.7962938153788641
122463-2211,9250000,9500000.0,9154887.0,9327443.5,-0.008302757341816114,Adil fiyat,0.59,ilce_ici,Adalar,Nizam,95.0,3,26,-1.0,3.0,-0.3333333333333333,0,0.9604400240096455
2845-4352,8500000,13000000.0,8644023.0,10822011.5,-0.21456376201411356,Ucuz / Fırsat,0.46,ilce_ici,Adalar,Kınalıada,100.0,4,40,3.0,4.0,0.75,0,1.2735116501627464
42477-528,11000000,11950000.0,11009295.0,11479647.5,-0.04178242406833485,Adil fiyat,0.36,ilce_ici,Adalar,Burgazada,85.0,3,30,0.0,3.0,0.0,0,1.5108288848709237
42477-496,12600000,11575000.0,12629588.0,12102294.0,0.04112493052969957,Adil fiyat,0.32,ilce_ici,Adalar,Burgazada,130.0,4,30,-1.0,3.0,-0.3333333333333333,0,1.6005125005229097
4387-1717,20000000,11875000.0,19385520.0,15630260.0,0.2795692458090908,Pahalı,0.64,ilce_ici,Adalar,Nizam,130.0,4,30,2.0,3.0,0.6666666666666666,0,0.850030561882112
82579-997,19000000,18250000.0,19353784.0,18801892.0,0.010536599189060336,Adil fiyat,0.0,ilce_ici,Adalar,Nizam,235.0,7,32,2.0,3.0,0.6666666666666666,1,4.258666334018682
58394-1338,10000000,10950000.0,10004041.0,10477020.5,-0.04553016766551139,Adil fiyat,0.42,ilce_ici,Adalar,Heybeliada,105.0,4,31,3.0,3.0,1.0,0,1.3755888760228712
42477-325,17200000,13850000.0,17317840.0,15583920.0,0.10370176438277404,Adil fiyat,0.09,ilce_ici,Adalar,Burgazada,150.0,4,30,2.0,4.0,0.5,0,2.1537657610349434
142268-24,22950000,12000000.0,22256404.0,17128202.0,0.33989545429228357,Pahalı,0.24,ilce_ici,Adalar,Maden,150.0,4,40,1.0,2.0,0.5,0,1.7958725431071787
54895-1164,13000000,12750000.0,12992201.0,12871100.5,0.010014644823882776,Adil fiyat,0.29,ilce_ici,Adalar,Nizam,100.0,3,50,2.0,4.0,0.5,0,1.6794016482782292
153525-53,9500000,9500000.0,8941058.0,9220529.0,0.0303096492619892,Adil fiyat,0.72,ilce_ici,Adalar,Maden,80.0,3,31,-1.0,3.0,-0.3333333333333333,0,0.6664428012635649
25051-1014,20000000,14750000.0,20107444.0,17428722.0,0.14753106969059465,Adil fiyat,0.07,ilce_ici,Adalar,Nizam,160.0,6,30,-1.0,4.0,-0.25,0,2.2088819409286073
42477-553,15000000,11925000.0,14893133.0,13409066.5,0.11864610411172172,Adil fiyat,0.36,ilce_ici,Adalar,Burgazada,90.0,4,30,2.0,3.0,0.6666666666666666,0,1.514498212144546
54895-1149,15500000,17200000.0,15832806.0,16516403.0,-0.06153900458834772,Adil fiyat,0.43,ilce_ici,Adalar,Nizam,143.0,6,38,3.0,3.0,1.0,0,1.3480208038384511
4387-1722,13500000,12250000.0,13574429.0,12912214.5,0.04552166477717668,Adil fiyat,0.52,ilce_ici,Adalar,Nizam,160.0,3,35,2.0,3.0,0.6666666666666666,0,1.1331962903781976
134003-113,11500000,8850000.0,11155675.0,10002837.5,0.1496737800649066,Adil fiyat,0.6,ilce_ici,Adalar,Nizam,90.0,3,35,0.0,3.0,0.0,0,0.9562358223939273
113382-253,17500000,19000000.0,17435896.0,18217948.0,-0.039408829139264204,Adil fiyat,0.0,ilce_ici,Adalar,Maden,200.0,8,26,3.0,4.0,0.75,0,2.5672131530395705
42477-426,19000000,13275000.0,18901920.0,16088460.0,0.18097070819705552,Adil fiyat,0.3,ilce_ici,Adalar,Burgazada,140.0,4,40,2.0,3.0,0.6666666666666666,0,1.653664394669556
25051-1013,14100000,11500000.0,13768170.0,12634085.0,0.11602858457893864,Adil fiyat,0.44,ilce_ici,Adalar,Maden,135.0,4,30,1.0,4.0,0.25,0,1.334660107740353
42477-398,9500000,12250000.0,9572378.0,10911189.0,-0.12933411748252185,Adil fiyat,0.39,ilce_ici,Adalar,Burgazada,130.0,3,30,0.0,3.0,0.0,0,1.4543212237764813
54895-1141,19500000,13160000.0,19864772.0,16512386.0,0.1809316957585657,Adil fiyat,0.15,ilce_ici,Adalar,Nizam,161.0,4,56,0.0,4.0,0.0,0,2.0059459618271007
58394-1450,11500000,9900000.0,11467393.0,10683696.5,0.07640646661948887,Adil fiyat,0.28,ilce_ici,Adalar,Heybeliada,65.0,3,32,2.0,4.0,0.5,0,1.7092273715980375
39631-535,16500000,18750000.0,16479096.0,17614548.0,-0.06327428895705982,Adil fiyat,0.48,ilce_ici,Adalar,Nizam,200.0,6,25,2.0,3.0,0.6666666666666666,0,1.2267601695345374
42477-549,7000000,11575000.0,7003595.0,9289297.5,-0.24644463157736093,Ucuz / Fırsat,0.18,ilce_ici,Adalar,Burgazada,65.0,2,30,0.0,3.0,0.0,0,1.9418940443702304
142268-142,22950000,18250000.0,21423828.0,19836914.0,0.15693398680863363,Adil fiyat,0.38,ilce_ici,Adalar,Nizam,220.0,7,30,3.0,3.0,1.0,0,1.4602932372380137
42477-500,9500000,12799500.0,9558621.0,11179060.5,-0.15019692397227835,Adil fiyat,0.39,ilce_ici,Adalar,Burgazada,130.0,3,35,1.0,3.0,0.3333333333333333,0,1.437692711360898
0-45841464,22000000,12250000.0,21486852.0,16868426.0,0.3042117859722063,Pahalı,0.48,ilce_ici,Adalar,Nizam,150.0,4,20,2.0,3.0,0.6666666666666666,0,1.2221035179144593
164664-14,15250000,12850000.0,14971141.0,13910570.5,0.09628861016160337,Adil fiyat,0.61,ilce_ici,Adalar,Kınalıada,185.0,4,31,2.0,3.0,0.6666666666666666,0,0.9197396604049779
1489-10015,18000000,18200000.0,18291948.0,18245974.0,-0.01348100134309081,Adil fiyat,0.54,ilce_ici,Adalar,Nizam,220.0,5,30,2.0,3.0,0.6666666666666666,0,1.0776194742330303
82579-1108,13000000,12750000.0,13014250.0,12882125.0,0.00915027606082071,Adil fiyat,0.42,ilce_ici,Adalar,Nizam,135.0,3,31,2.0,4.0,0.5,0,1.376817417632906
12854-237,8750000,9500000.0,8716722.0,9108361.0,-0.03934418058309283,Adil fiyat,0.49,ilce_ici,Adalar,Heybeliada,100.0,3,35,-1.0,3.0,-0.3333333333333333,0,1.2114112082068995
42477-557,8000000,8975000.0,7935651.0,8455325.5,-0.05385073584689318,Adil fiyat,0.61,ilce_ici,Adalar,Maden,80.0,3,27,2.0,3.0,0.6666666666666666,0,0.927577090396143
54895-847,18900000,12750000.0,18900296.0,15825148.0,0.19430162675255866,Adil fiyat,0.61,ilce_ici,Adalar,Nizam,165.0,4,34,-1.0,3.0,-0.3333333333333333,0,0.9165928711097914
4387-1661,10900000,12675000.0,11306631.0,11990815.5,-0.0909709185334392,Adil fiyat,0.74,ilce_ici,Adalar,Maden,145.0,4,30,2.0,3.0,0.6666666666666666,0,0.6177996297940302
12854-236,10000000,9225000.0,10012631.0,9618815.5,0.03962904788016778,Adil fiyat,0.43,ilce_ici,Adalar,Heybeliada,85.0,3,35,2.0,3.0,0.6666666666666666,0,1.3426387651659923
42477-428,15000000,13275000.0,14722767.0,13998883.5,0.07151402467203902,Adil fiyat,0.31,ilce_ici,Adalar,Burgazada,130.0,4,40,2.0,3.0,0.6666666666666666,0,1.6301344374275264
39631-886,12750000,12875000.0,12669422.0,12772211.0,-0.0017390097924313967,Adil fiyat,0.45,ilce_ici,Adalar,Nizam,90.0,3,30,2.0,4.0,0.5,0,1.3015148220212853
134003-112,17500000,17450000.0,17056896.0,17253448.0,0.014290013219386642,Adil fiyat,0.63,ilce_ici,Adalar,Maden,180.0,5,35,2.0,3.0,0.6666666666666666,0,0.8757860207162567
4387-1560,12650000,12350000.0,12559516.0,12454758.0,0.01567609744003055,Adil fiyat,0.75,ilce_ici,Adalar,Maden,140.0,4,31,2.0,3.0,0.6666666666666666,0,0.597284176255654
82579-1102,4700000,8850000.0,4743657.5,6796828.75,-0.30850104175421517,Ucuz / Fırsat,0.25,ilce_ici,Adalar,Heybeliada,60.0,2,24,2.0,3.0,0.6666666666666666,0,1.7854527823409168
54895-1160,17500000,11495000.0,17089232.0,14292116.0,0.22445129888394413,Pahalı,0.44,ilce_ici,Adalar,Maden,143.0,4,17,-1.0,3.0,-0.3333333333333333,0,1.3213698853040674
134003-111,21000000,17700000.0,21001844.0,19350922.0,0.0852196086574066,Adil fiyat,0.4,ilce_ici,Adalar,Maden,200.0,7,35,2.0,3.0,0.6666666666666666,0,1.4092109868583387
82579-1100,13950000,12125000.0,13342404.0,12733702.0,0.0955180198185885,Adil fiyat,0.5,ilce_ici,Adalar,Maden,90.0,3,37,2.0,4.0,0.5,0,1.1925280946913814
4387-1720,9500000,9375000.0,9198645.0,9286822.5,0.022954837351526855,Adil fiyat,0.66,ilce_ici,Adalar,Maden,85.0,3,30,0.0,3.0,0.0,0,0.7943809193698487
96953-287,30000000,17000000.0,29724760.0,23362380.0,0.28411574505679643,Pahalı,0.0,ilce_ici,Adalar,Nizam,150.0,8,0,0.0,3.0,0.0,0,3.5441466266980988
134003-109,23000000,12850000.0,22893148.0,17871574.0,0.2869599510373289,Pahalı,0.69,ilce_ici,Adalar,Maden,160.0,4,35,2.0,3.0,0.6666666666666666,0,0.7291844320506676
54895-1163,17900000,12495000.0,17677332.0,15086166.0,0.18651750219373167,Adil fiyat,0.42,ilce_ici,Adalar,Maden,138.0,4,17,0.0,3.0,0.0,0,1.3622390583459658
82579-1098,17500000,11495000.0,17623332.0,14559166.0,0.20199192728484586,Pahalı,0.44,ilce_ici,Adalar,Maden,145.0,4,17,-1.0,3.0,-0.3333333333333333,0,1.3324676497195467
134003-82,29000000,12550000.0,27450824.0,20000412.0,0.4499701306153093,Pahalı,0.24,ilce_ici,Adalar,Nizam,180.0,4,35,-1.0,2.0,-0.5,0,1.8009729225378688
82579-1070,15500000,15925000.0,15541386.0,15733193.0,-0.014821721185267351,Adil fiyat,0.0,ilce_ici,Adalar,Maden,210.0,4,68,-1.0,4.0,-0.25,0,2.8351268222026906
4387-1708,11990000,9500000.0,11405639.0,10452819.5,0.14705893467308032,Adil fiyat,0.67,ilce_ici,Adalar,Nizam,95.0,4,30,-1.0,3.0,-0.3333333333333333,0,0.7740091306624155
58394-1451,11500000,9675000.0,11225235.0,10450117.5,0.10046609523768513,Adil fiyat,0.18,ilce_ici,Adalar,Heybeliada,65.0,3,31,4.0,4.0,1.0,0,1.9447492564189677
48874-454,18250000,18500000.0,18190668.0,18345334.0,-0.00519663474101916,Adil fiyat,0.08,ilce_ici,Adalar,Kınalıada,300.0,4,31,3.0,3.0,1.0,0,2.1834232414267594
128764-1891,17000000,17350000.0,16886016.0,17118008.0,-0.006893792782431227,Adil fiyat,0.0,ilce_ici,Adalar,Heybeliada,230.0,5,60,2.0,3.0,0.6666666666666666,0,2.5889664358711277
82579-1059,11000000,12000000.0,10917975.0,11458987.5,-0.04005480414390888,Adil fiyat,0.71,ilce_ici,Adalar,Nizam,140.0,4,32,-1.0,3.0,-0.3333333333333333,0,0.6901349815061906
96953-286,25000000,12250000.0,25024504.0,18637252.0,0.3413994724114907,Pahalı,0.0,ilce_ici,Adalar,Nizam,95.0,4,0,2.0,3.0,0.6666666666666666,0,2.519149732757814
164664-6,9500000,12050000.0,9701503.0,10875751.5,-0.1264971436686467,Adil fiyat,0.09,ilce_ici,Adalar,Maden,135.0,4,16,0.0,2.0,0.0,0,2.1500014852221434
48874-452,11000000,13335000.0,10963550.0,12149275.0,-0.09459617960742514,Adil fiyat,0.29,ilce_ici,Adalar,Kınalıada,150.0,4,31,-1.0,4.0,-0.25,0,1.6909920168701464
58394-1448,5100000,9125000.0,5083914.0,7104457.0,-0.2821407744462385,Ucuz / Fırsat,0.21,ilce_ici,Adalar,Heybeliada,60.0,4,32,-1.0,4.0,-0.25,0,1.8695322877083644
54895-1146,6700000,9500000.0,6842746.5,8171373.25,-0.1800643790197688,Adil fiyat,0.62,ilce_ici,Adalar,Maden,70.0,4,34,-1.0,3.0,-0.3333333333333333,0,0.8889067223170274
48874-450,16400000,15000000.0,16266371.0,15633185.5,0.04905043185216474,Adil fiyat,0.4,ilce_ici,Adalar,Kınalıada,200.0,4,31,0.0,3.0,0.0,0,1.4080579767941348
11040-1114,13000000,18500000.0,13224238.0,15862119.0,-0.1804373677943029,Adil fiyat,0.58,ilce_ici,Adalar,Nizam,200.0,5,33,3.0,3.0,1.0,0,0.9886649811059215
42477-550,9500000,11950000.0,9560299.0,10755149.5,-0.11670218996026044,Adil fiyat,0.4,ilce_ici,Adalar,Burgazada,95.0,4,32,0.0,3.0,0.0,0,1.4261163549805567
82579-1103,17900000,11500000.0,17886288.0,14693144.0,0.2182552624543801,Pahalı,0.13,ilce_ici,Adalar,Maden,145.0,4,17,2.0,2.0,1.0,0,2.059542699012493
4387-1685,10500000,15500000.0,10352854.0,12926427.0,-0.1877105715291627,Adil fiyat,0.0,ilce_ici,Adalar,Nizam,140.0,4,32,-1.0,3.0,-0.3333333333333333,1,3.7441629035396082
54895-1120,15500000,16125000.0,15670989.0,15897994.5,-0.025034258251882022,Adil fiyat,0.0,ilce_ici,Adalar,Maden,163.0,5,68,2.0,4.0,0.5,0,2.5000568850198386
48874-422,22500000,18500000.0,22282356.0,20391178.0,0.10341835081818225,Adil fiyat,0.19,ilce_ici,Adalar,Kınalıada,200.0,5,31,2.0,2.0,1.0,0,1.9116430002464249
54895-1094,8750000,11500000.0,8863858.0,10181929.0,-0.1406343532743157,Adil fiyat,0.43,ilce_ici,Adalar,Maden,91.0,4,16,2.0,3.0,0.6666666666666666,0,1.3490719245255678
4387-1486,15000000,11995000.0,15131648.0,13563324.0,0.10592359218138563,Adil fiyat,0.7,ilce_ici,Adalar,Nizam,140.0,4,30,-1.0,3.0,-0.3333333333333333,0,0.716957265064399
61168-9832,9550000,12875000.0,9899945.0,11387472.5,-0.1613591163447376,Adil fiyat,0.25,ilce_ici,Adalar,Heybeliada,137.0,4,45,2.0,4.0,0.5,0,1.7673128581372772
82579-1090,9200000,12000000.0,10356765.0,11178382.5,-0.17698289533391795,Adil fiyat,0.7,ilce_ici,Adalar,Maden,140.0,4,33,-1.0,3.0,-0.3333333333333333,0,0.7189195786817307
54895-1085,19000000,18750000.0,19262964.0,19006482.0,-0.0003410415457210861,Adil fiyat,0.58,ilce_ici,Adalar,Nizam,169.0,5,40,2.0,3.0,0.6666666666666666,0,0.9890453410148157
4387-1446,12000000,12850000.0,11854063.0,12352031.5,-0.028499886840476402,Adil fiyat,0.67,ilce_ici,Adalar,Maden,140.0,4,33,3.0,3.0,1.0,0,0.7818135476882013
54895-1047,10900000,9950000.0,10818598.0,10384299.0,0.049661609319993576,Adil fiyat,0.58,ilce_ici,Adalar,Maden,99.0,4,36,1.0,3.0,0.3333333333333333,0,0.9913304025131071
82579-1106,7000000,8500000.0,7430345.5,7965172.75,-0.12117411389476769,Adil fiyat,0.56,ilce_ici,Adalar,Nizam,70.0,3,41,2.0,3.0,0.6666666666666666,0,1.0504567550702586
134003-101,17500000,15750000.0,17532944.0,16641472.0,0.05158966706791322,Adil fiyat,0.11,ilce_ici,Adalar,Maden,180.0,5,55,-1.0,3.0,-0.3333333333333333,0,2.107258532784759
54895-1043,24200000,14625000.0,23642660.0,19133830.0,0.2647755310881303,Pahalı,0.22,ilce_ici,Adalar,Nizam,140.0,4,41,2.0,2.0,1.0,0,1.8375521191509616
48874-455,10400000,8975000.0,10250817.0,9612908.5,0.08187860104982794,Adil fiyat,0.68,ilce_ici,Adalar,Kınalıada,108.0,3,31,2.0,3.0,0.6666666666666666,0,0.7486364468115588
4387-1437,11750000,10200000.0,11313168.0,10756584.0,0.09235422695532336,Adil fiyat,0.59,ilce_ici,Adalar,Nizam,100.0,4,28,2.0,3.0,0.6666666666666666,0,0.9722079295627154
134003-100,18500000,10950000.0,17537760.0,14243880.0,0.2988034159231895,Pahalı,0.52,ilce_ici,Adalar,Maden,120.0,4,45,-1.0,3.0,-0.3333333333333333,0,1.1304607978895365
42477-497,10000000,10175000.0,10065038.0,10120019.0,-0.011859562714259727,Adil fiyat,0.62,ilce_ici,Adalar,Maden,110.0,3,25,2.0,3.0,0.6666666666666666,0,0.903929493818137
134933-422,9000000,13975000.0,9361823.0,11668411.5,-0.22868678397226563,Ucuz / Fırsat,0.36,ilce_ici,Adalar,Burgazada,120.0,4,26,2.0,3.0,0.6666666666666666,0,1.5097471357180545
113382-306,17500000,17950000.0,17732712.0,17841356.0,-0.019132850664489852,Adil fiyat,0.19,ilce_ici,Adalar,Maden,220.0,8,31,2.0,3.0,0.6666666666666666,0,1.9148897786156607
134003-91,16350000,16700000.0,16722457.0,16711228.5,-0.021615915311073628,Adil fiyat,0.0,ilce_ici,Adalar,Nizam,180.0,4,75,3.0,3.0,1.0,0,3.073192634472869
9621-2405,12000000,18250000.0,12443678.0,15346839.0,-0.21808002286334013,Ucuz / Fırsat,0.49,ilce_ici,Adalar,Maden,180.0,5,40,1.0,3.0,0.3333333333333333,0,1.1984363129201625
142268-150,7000000,9225000.0,7029752.5,8127376.25,-0.1387134316563725,Adil fiyat,0.65,ilce_ici,Adalar,Maden,80.0,3,30,2.0,3.0,0.6666666666666666,0,0.8355735346074924
10098-357,15000000,19250000.0,15270789.0,17260394.5,-0.13095844941435145,Adil fiyat,0.54,ilce_ici,Adalar,Nizam,220.0,6,34,2.0,3.0,0.6666666666666666,0,1.0824733052137874
54895-1133,9500000,10400000.0,9254731.0,9827365.5,-0.03331162354753164,Adil fiyat,0.19,ilce_ici,Adalar,Maden,59.0,3,54,1.0,4.0,0.25,0,1.9051861899411882
4387-1641,13000000,18700000.0,13324374.0,16012187.0,-0.1881184000661496,Adil fiyat,0.0,ilce_ici,Adalar,Maden,160.0,4,30,-1.0,3.0,-0.3333333333333333,1,3.6790964273125146
1829-4262,11250000,12300000.0,11185375.0,11742687.5,-0.04195696257777447,Adil fiyat,0.4,ilce_ici,Adalar,Burgazada,140.0,4,31,0.0,3.0,0.0,0,1.4168189887644171
1006-18744,13000000,11675000.0,13097223.0,12386111.5,0.04956264926244205,Adil fiyat,0.0,ilce_ici,Adalar,Nizam,145.0,4,36,0.0,1.0,0.0,0,2.841024807967452
4387-1678,12000000,11995000.0,12274028.0,12134514.0,-0.011085240002195391,Adil fiyat,0.72,ilce_ici,Adalar,Maden,120.0,4,35,-1.0,3.0,-0.3333333333333333,0,0.6739588278969089
134003-75,8500000,8725000.0,8653764.0,8689382.0,-0.021794645465005452,Adil fiyat,0.67,ilce_ici,Adalar,Maden,90.0,3,35,2.0,3.0,0.6666666666666666,0,0.7816317106082902
142268-36,22950000,12575000.0,22480520.0,17527760.0,0.30935156574485273,Pahalı,0.26,ilce_ici,Adalar,Nizam,130.0,4,35,2.0,2.0,1.0,0,1.7526023405496303
54895-1161,9500000,9500000.0,9770620.0,9635310.0,-0.01404313924513067,Adil fiyat,0.66,ilce_ici,Adalar,Maden,79.0,3,38,-1.0,3.0,-0.3333333333333333,0,0.794172470902345
48848-30,15000000,11125000.0,14634185.0,12879592.5,0.1646331201860618,Adil fiyat,0.24,ilce_ici,Adalar,Burgazada,90.0,3,32,3.0,3.0,1.0,0,1.8057718584787015
42477-501,13000000,11125000.0,13127059.0,12126029.5,0.072073921641045,Adil fiyat,0.0,ilce_ici,Adalar,Burgazada,70.0,2,40,1.0,2.0,0.5,0,2.682339985063111
82579-958,11000000,12325000.0,11630418.0,11977709.0,-0.08162737966000008,Adil fiyat,0.74,ilce_ici,Adalar,Maden,135.0,4,30,2.0,3.0,0.6666666666666666,0,0.6144642363016986
4387-1507,13500000,12750000.0,13003978.0,12876989.0,0.04838172961085856,Adil fiyat,0.49,ilce_ici,Adalar,Maden,110.0,4,30,2.0,4.0,0.5,0,1.1985473198153271
142268-149,12990000,10200000.0,12812165.0,11506082.5,0.1289680914420699,Adil fiyat,0.65,ilce_ici,Adalar,Maden,110.0,4,31,0.0,3.0,0.0,0,0.8362143426672356
54895-772,6100000,9775000.0,6338913.5,8056956.75,-0.24289031339283285,Ucuz / Fırsat,0.33,ilce_ici,Adalar,Maden,115.0,3,39,-1.0,4.0,-0.25,0,1.5775105552422326
4245-10813,5950000,9500000.0,6325248.0,7912624.0,-0.2480370607778153,Ucuz / Fırsat,0.65,ilce_ici,Adalar,Kınalıada,75.0,3,30,0.0,3.0,0.0,0,0.8274977864162562
4387-1605,8500000,11745000.0,8567852.0,10156426.0,-0.16309142605873364,Adil fiyat,0.64,ilce_ici,Adalar,Nizam,110.0,4,31,0.0,3.0,0.0,0,0.8407929762398852
82579-905,22000000,13245000.0,19564708.0,16404854.0,0.34106649166155334,Pahalı,0.62,ilce_ici,Adalar,Maden,140.0,4,26,-1.0,3.0,-0.3333333333333333,0,0.9002073110872912
58394-1452,5100000,9125000.0,5118869.5,7121934.75,-0.28390245361346506,Ucuz / Fırsat,0.18,ilce_ici,Adalar,Heybeliada,60.0,3,31,-2.0,4.0,-0.5,0,1.9355854907031755
